Image,ID,SPECIES,BREED ID,nID,class
japanese_chin_124,18,2,12,17,Japanese Chin
japanese_chin_125,18,2,12,17,Japanese Chin
japanese_chin_126,18,2,12,17,Japanese Chin
japanese_chin_127,18,2,12,17,Japanese Chin
japanese_chin_128,18,2,12,17,Japanese Chin
japanese_chin_129,18,2,12,17,Japanese Chin
japanese_chin_12,18,2,12,17,Japanese Chin
japanese_chin_130,18,2,12,17,Japanese Chin
japanese_chin_131,18,2,12,17,Japanese Chin
japanese_chin_132,18,2,12,17,Japanese Chin
japanese_chin_133,18,2,12,17,Japanese Chin
japanese_chin_134,18,2,12,17,Japanese Chin
japanese_chin_135,18,2,12,17,Japanese Chin
japanese_chin_136,18,2,12,17,Japanese Chin
japanese_chin_137,18,2,12,17,Japanese Chin
japanese_chin_138,18,2,12,17,Japanese Chin
japanese_chin_139,18,2,12,17,Japanese Chin
japanese_chin_13,18,2,12,17,Japanese Chin
japanese_chin_140,18,2,12,17,Japanese Chin
japanese_chin_141,18,2,12,17,Japanese Chin
japanese_chin_142,18,2,12,17,Japanese Chin
japanese_chin_143,18,2,12,17,Japanese Chin
japanese_chin_144,18,2,12,17,Japanese Chin
japanese_chin_145,18,2,12,17,Japanese Chin
keeshond_100,19,2,13,18,Keeshond
keeshond_101,19,2,13,18,Keeshond
keeshond_102,19,2,13,18,Keeshond
keeshond_103,19,2,13,18,Keeshond
keeshond_104,19,2,13,18,Keeshond
keeshond_105,19,2,13,18,Keeshond
keeshond_106,19,2,13,18,Keeshond
keeshond_107,19,2,13,18,Keeshond
keeshond_108,19,2,13,18,Keeshond
keeshond_109,19,2,13,18,Keeshond
keeshond_10,19,2,13,18,Keeshond
keeshond_110,19,2,13,18,Keeshond
keeshond_111,19,2,13,18,Keeshond
keeshond_112,19,2,13,18,Keeshond
keeshond_113,19,2,13,18,Keeshond
keeshond_114,19,2,13,18,Keeshond
keeshond_115,19,2,13,18,Keeshond
keeshond_116,19,2,13,18,Keeshond
keeshond_117,19,2,13,18,Keeshond
keeshond_118,19,2,13,18,Keeshond
keeshond_119,19,2,13,18,Keeshond
keeshond_11,19,2,13,18,Keeshond
keeshond_120,19,2,13,18,Keeshond
keeshond_121,19,2,13,18,Keeshond
keeshond_122,19,2,13,18,Keeshond
keeshond_123,19,2,13,18,Keeshond
keeshond_124,19,2,13,18,Keeshond
keeshond_125,19,2,13,18,Keeshond
keeshond_126,19,2,13,18,Keeshond
keeshond_127,19,2,13,18,Keeshond
keeshond_128,19,2,13,18,Keeshond
keeshond_129,19,2,13,18,Keeshond
keeshond_12,19,2,13,18,Keeshond
keeshond_130,19,2,13,18,Keeshond
keeshond_131,19,2,13,18,Keeshond
keeshond_132,19,2,13,18,Keeshond
keeshond_133,19,2,13,18,Keeshond
keeshond_134,19,2,13,18,Keeshond
keeshond_135,19,2,13,18,Keeshond
keeshond_136,19,2,13,18,Keeshond
keeshond_137,19,2,13,18,Keeshond
keeshond_138,19,2,13,18,Keeshond
keeshond_139,19,2,13,18,Keeshond
keeshond_13,19,2,13,18,Keeshond
keeshond_140,19,2,13,18,Keeshond
keeshond_141,19,2,13,18,Keeshond
keeshond_142,19,2,13,18,Keeshond
keeshond_143,19,2,13,18,Keeshond
keeshond_144,19,2,13,18,Keeshond
keeshond_145,19,2,13,18,Keeshond
leonberger_100,20,2,14,19,Leonberger
leonberger_101,20,2,14,19,Leonberger
leonberger_102,20,2,14,19,Leonberger
leonberger_103,20,2,14,19,Leonberger
leonberger_104,20,2,14,19,Leonberger
leonberger_105,20,2,14,19,Leonberger
leonberger_106,20,2,14,19,Leonberger
leonberger_107,20,2,14,19,Leonberger
leonberger_108,20,2,14,19,Leonberger
leonberger_109,20,2,14,19,Leonberger
leonberger_10,20,2,14,19,Leonberger
leonberger_110,20,2,14,19,Leonberger
leonberger_111,20,2,14,19,Leonberger
leonberger_112,20,2,14,19,Leonberger
leonberger_113,20,2,14,19,Leonberger
leonberger_114,20,2,14,19,Leonberger
leonberger_115,20,2,14,19,Leonberger
leonberger_116,20,2,14,19,Leonberger
leonberger_117,20,2,14,19,Leonberger
leonberger_118,20,2,14,19,Leonberger
leonberger_119,20,2,14,19,Leonberger
leonberger_11,20,2,14,19,Leonberger
leonberger_120,20,2,14,19,Leonberger
leonberger_121,20,2,14,19,Leonberger
leonberger_122,20,2,14,19,Leonberger
leonberger_123,20,2,14,19,Leonberger
leonberger_124,20,2,14,19,Leonberger
leonberger_125,20,2,14,19,Leonberger
leonberger_126,20,2,14,19,Leonberger
leonberger_127,20,2,14,19,Leonberger
leonberger_128,20,2,14,19,Leonberger
leonberger_129,20,2,14,19,Leonberger
leonberger_12,20,2,14,19,Leonberger
leonberger_130,20,2,14,19,Leonberger
leonberger_131,20,2,14,19,Leonberger
leonberger_132,20,2,14,19,Leonberger
leonberger_133,20,2,14,19,Leonberger
leonberger_134,20,2,14,19,Leonberger
leonberger_135,20,2,14,19,Leonberger
leonberger_136,20,2,14,19,Leonberger
leonberger_137,20,2,14,19,Leonberger
leonberger_138,20,2,14,19,Leonberger
leonberger_139,20,2,14,19,Leonberger
leonberger_13,20,2,14,19,Leonberger
leonberger_140,20,2,14,19,Leonberger
leonberger_141,20,2,14,19,Leonberger
leonberger_142,20,2,14,19,Leonberger
leonberger_143,20,2,14,19,Leonberger
leonberger_144,20,2,14,19,Leonberger
leonberger_145,20,2,14,19,Leonberger
miniature_pinscher_100,22,2,15,21,Miniature Pinscher
miniature_pinscher_101,22,2,15,21,Miniature Pinscher
miniature_pinscher_102,22,2,15,21,Miniature Pinscher
miniature_pinscher_103,22,2,15,21,Miniature Pinscher
miniature_pinscher_104,22,2,15,21,Miniature Pinscher
miniature_pinscher_105,22,2,15,21,Miniature Pinscher
miniature_pinscher_106,22,2,15,21,Miniature Pinscher
miniature_pinscher_107,22,2,15,21,Miniature Pinscher
miniature_pinscher_108,22,2,15,21,Miniature Pinscher
miniature_pinscher_109,22,2,15,21,Miniature Pinscher
miniature_pinscher_10,22,2,15,21,Miniature Pinscher
miniature_pinscher_110,22,2,15,21,Miniature Pinscher
miniature_pinscher_111,22,2,15,21,Miniature Pinscher
miniature_pinscher_112,22,2,15,21,Miniature Pinscher
miniature_pinscher_113,22,2,15,21,Miniature Pinscher
miniature_pinscher_114,22,2,15,21,Miniature Pinscher
miniature_pinscher_115,22,2,15,21,Miniature Pinscher
miniature_pinscher_116,22,2,15,21,Miniature Pinscher
miniature_pinscher_117,22,2,15,21,Miniature Pinscher
miniature_pinscher_118,22,2,15,21,Miniature Pinscher
miniature_pinscher_119,22,2,15,21,Miniature Pinscher
miniature_pinscher_11,22,2,15,21,Miniature Pinscher
miniature_pinscher_120,22,2,15,21,Miniature Pinscher
miniature_pinscher_121,22,2,15,21,Miniature Pinscher
miniature_pinscher_122,22,2,15,21,Miniature Pinscher
miniature_pinscher_123,22,2,15,21,Miniature Pinscher
miniature_pinscher_124,22,2,15,21,Miniature Pinscher
miniature_pinscher_125,22,2,15,21,Miniature Pinscher
miniature_pinscher_126,22,2,15,21,Miniature Pinscher
miniature_pinscher_127,22,2,15,21,Miniature Pinscher
miniature_pinscher_128,22,2,15,21,Miniature Pinscher
miniature_pinscher_129,22,2,15,21,Miniature Pinscher
miniature_pinscher_12,22,2,15,21,Miniature Pinscher
miniature_pinscher_130,22,2,15,21,Miniature Pinscher
miniature_pinscher_131,22,2,15,21,Miniature Pinscher
miniature_pinscher_132,22,2,15,21,Miniature Pinscher
miniature_pinscher_133,22,2,15,21,Miniature Pinscher
miniature_pinscher_134,22,2,15,21,Miniature Pinscher
miniature_pinscher_135,22,2,15,21,Miniature Pinscher
miniature_pinscher_136,22,2,15,21,Miniature Pinscher
miniature_pinscher_137,22,2,15,21,Miniature Pinscher
miniature_pinscher_138,22,2,15,21,Miniature Pinscher
miniature_pinscher_139,22,2,15,21,Miniature Pinscher
miniature_pinscher_13,22,2,15,21,Miniature Pinscher
miniature_pinscher_140,22,2,15,21,Miniature Pinscher
miniature_pinscher_141,22,2,15,21,Miniature Pinscher
miniature_pinscher_142,22,2,15,21,Miniature Pinscher
miniature_pinscher_143,22,2,15,21,Miniature Pinscher
miniature_pinscher_144,22,2,15,21,Miniature Pinscher
miniature_pinscher_145,22,2,15,21,Miniature Pinscher
american_bulldog_147,2,2,1,1,American Bulldog
american_bulldog_148,2,2,1,1,American Bulldog
american_bulldog_149,2,2,1,1,American Bulldog
american_bulldog_14,2,2,1,1,American Bulldog
american_bulldog_150,2,2,1,1,American Bulldog
american_bulldog_151,2,2,1,1,American Bulldog
american_bulldog_152,2,2,1,1,American Bulldog
american_bulldog_153,2,2,1,1,American Bulldog
american_bulldog_158,2,2,1,1,American Bulldog
american_bulldog_15,2,2,1,1,American Bulldog
american_bulldog_161,2,2,1,1,American Bulldog
american_bulldog_164,2,2,1,1,American Bulldog
american_bulldog_166,2,2,1,1,American Bulldog
american_bulldog_167,2,2,1,1,American Bulldog
american_bulldog_168,2,2,1,1,American Bulldog
american_bulldog_169,2,2,1,1,American Bulldog
american_bulldog_16,2,2,1,1,American Bulldog
american_bulldog_171,2,2,1,1,American Bulldog
american_bulldog_172,2,2,1,1,American Bulldog
american_bulldog_173,2,2,1,1,American Bulldog
american_bulldog_174,2,2,1,1,American Bulldog
american_bulldog_175,2,2,1,1,American Bulldog
american_bulldog_176,2,2,1,1,American Bulldog
american_bulldog_177,2,2,1,1,American Bulldog
american_bulldog_178,2,2,1,1,American Bulldog
american_bulldog_179,2,2,1,1,American Bulldog
american_bulldog_180,2,2,1,1,American Bulldog
american_bulldog_181,2,2,1,1,American Bulldog
american_bulldog_182,2,2,1,1,American Bulldog
american_bulldog_183,2,2,1,1,American Bulldog
american_bulldog_184,2,2,1,1,American Bulldog
american_bulldog_185,2,2,1,1,American Bulldog
american_bulldog_186,2,2,1,1,American Bulldog
american_bulldog_187,2,2,1,1,American Bulldog
american_bulldog_188,2,2,1,1,American Bulldog
american_bulldog_189,2,2,1,1,American Bulldog
american_bulldog_18,2,2,1,1,American Bulldog
american_bulldog_190,2,2,1,1,American Bulldog
american_bulldog_191,2,2,1,1,American Bulldog
american_bulldog_192,2,2,1,1,American Bulldog
american_bulldog_193,2,2,1,1,American Bulldog
american_bulldog_194,2,2,1,1,American Bulldog
american_bulldog_196,2,2,1,1,American Bulldog
american_bulldog_197,2,2,1,1,American Bulldog
american_bulldog_198,2,2,1,1,American Bulldog
american_bulldog_199,2,2,1,1,American Bulldog
american_bulldog_19,2,2,1,1,American Bulldog
american_bulldog_200,2,2,1,1,American Bulldog
american_bulldog_201,2,2,1,1,American Bulldog
american_bulldog_202,2,2,1,1,American Bulldog
american_pit_bull_terrier_146,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_147,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_148,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_149,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_14,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_150,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_151,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_152,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_153,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_154,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_155,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_156,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_157,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_158,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_159,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_15,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_160,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_161,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_162,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_163,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_164,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_165,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_166,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_167,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_168,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_169,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_16,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_170,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_171,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_172,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_173,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_174,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_175,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_176,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_177,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_178,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_179,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_17,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_180,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_181,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_182,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_183,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_184,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_185,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_186,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_187,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_188,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_189,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_18,3,2,2,2,American Pit Bull Terrier
american_pit_bull_terrier_190,3,2,2,2,American Pit Bull Terrier
basset_hound_146,4,2,3,3,Basset Hound
basset_hound_147,4,2,3,3,Basset Hound
basset_hound_148,4,2,3,3,Basset Hound
basset_hound_149,4,2,3,3,Basset Hound
basset_hound_14,4,2,3,3,Basset Hound
basset_hound_150,4,2,3,3,Basset Hound
basset_hound_151,4,2,3,3,Basset Hound
basset_hound_152,4,2,3,3,Basset Hound
basset_hound_153,4,2,3,3,Basset Hound
basset_hound_154,4,2,3,3,Basset Hound
basset_hound_155,4,2,3,3,Basset Hound
basset_hound_156,4,2,3,3,Basset Hound
basset_hound_157,4,2,3,3,Basset Hound
basset_hound_158,4,2,3,3,Basset Hound
basset_hound_159,4,2,3,3,Basset Hound
basset_hound_15,4,2,3,3,Basset Hound
basset_hound_160,4,2,3,3,Basset Hound
basset_hound_161,4,2,3,3,Basset Hound
basset_hound_162,4,2,3,3,Basset Hound
basset_hound_163,4,2,3,3,Basset Hound
basset_hound_164,4,2,3,3,Basset Hound
basset_hound_165,4,2,3,3,Basset Hound
basset_hound_166,4,2,3,3,Basset Hound
basset_hound_167,4,2,3,3,Basset Hound
basset_hound_168,4,2,3,3,Basset Hound
basset_hound_169,4,2,3,3,Basset Hound
basset_hound_16,4,2,3,3,Basset Hound
basset_hound_170,4,2,3,3,Basset Hound
basset_hound_171,4,2,3,3,Basset Hound
basset_hound_172,4,2,3,3,Basset Hound
basset_hound_173,4,2,3,3,Basset Hound
basset_hound_174,4,2,3,3,Basset Hound
basset_hound_175,4,2,3,3,Basset Hound
basset_hound_176,4,2,3,3,Basset Hound
basset_hound_177,4,2,3,3,Basset Hound
basset_hound_178,4,2,3,3,Basset Hound
basset_hound_179,4,2,3,3,Basset Hound
basset_hound_17,4,2,3,3,Basset Hound
basset_hound_180,4,2,3,3,Basset Hound
basset_hound_181,4,2,3,3,Basset Hound
basset_hound_182,4,2,3,3,Basset Hound
basset_hound_183,4,2,3,3,Basset Hound
basset_hound_184,4,2,3,3,Basset Hound
basset_hound_185,4,2,3,3,Basset Hound
basset_hound_186,4,2,3,3,Basset Hound
basset_hound_187,4,2,3,3,Basset Hound
basset_hound_188,4,2,3,3,Basset Hound
basset_hound_189,4,2,3,3,Basset Hound
basset_hound_18,4,2,3,3,Basset Hound
basset_hound_190,4,2,3,3,Basset Hound
beagle_149,5,2,4,4,Beagle
beagle_14,5,2,4,4,Beagle
beagle_150,5,2,4,4,Beagle
beagle_151,5,2,4,4,Beagle
beagle_152,5,2,4,4,Beagle
beagle_153,5,2,4,4,Beagle
beagle_154,5,2,4,4,Beagle
beagle_155,5,2,4,4,Beagle
beagle_156,5,2,4,4,Beagle
beagle_157,5,2,4,4,Beagle
beagle_158,5,2,4,4,Beagle
beagle_15,5,2,4,4,Beagle
beagle_160,5,2,4,4,Beagle
beagle_161,5,2,4,4,Beagle
beagle_162,5,2,4,4,Beagle
beagle_163,5,2,4,4,Beagle
beagle_164,5,2,4,4,Beagle
beagle_165,5,2,4,4,Beagle
beagle_166,5,2,4,4,Beagle
beagle_167,5,2,4,4,Beagle
beagle_168,5,2,4,4,Beagle
beagle_169,5,2,4,4,Beagle
beagle_16,5,2,4,4,Beagle
beagle_170,5,2,4,4,Beagle
beagle_171,5,2,4,4,Beagle
beagle_172,5,2,4,4,Beagle
beagle_173,5,2,4,4,Beagle
beagle_174,5,2,4,4,Beagle
beagle_175,5,2,4,4,Beagle
beagle_176,5,2,4,4,Beagle
beagle_177,5,2,4,4,Beagle
beagle_178,5,2,4,4,Beagle
beagle_179,5,2,4,4,Beagle
beagle_17,5,2,4,4,Beagle
beagle_180,5,2,4,4,Beagle
beagle_181,5,2,4,4,Beagle
beagle_182,5,2,4,4,Beagle
beagle_183,5,2,4,4,Beagle
beagle_184,5,2,4,4,Beagle
beagle_185,5,2,4,4,Beagle
beagle_186,5,2,4,4,Beagle
beagle_187,5,2,4,4,Beagle
beagle_188,5,2,4,4,Beagle
beagle_189,5,2,4,4,Beagle
beagle_18,5,2,4,4,Beagle
beagle_190,5,2,4,4,Beagle
beagle_191,5,2,4,4,Beagle
beagle_192,5,2,4,4,Beagle
beagle_193,5,2,4,4,Beagle
beagle_194,5,2,4,4,Beagle
boxer_146,9,2,5,8,Boxer
boxer_147,9,2,5,8,Boxer
boxer_148,9,2,5,8,Boxer
boxer_149,9,2,5,8,Boxer
boxer_14,9,2,5,8,Boxer
boxer_150,9,2,5,8,Boxer
boxer_151,9,2,5,8,Boxer
boxer_152,9,2,5,8,Boxer
boxer_153,9,2,5,8,Boxer
boxer_154,9,2,5,8,Boxer
boxer_155,9,2,5,8,Boxer
boxer_156,9,2,5,8,Boxer
boxer_157,9,2,5,8,Boxer
boxer_158,9,2,5,8,Boxer
boxer_159,9,2,5,8,Boxer
boxer_15,9,2,5,8,Boxer
boxer_160,9,2,5,8,Boxer
boxer_161,9,2,5,8,Boxer
boxer_162,9,2,5,8,Boxer
boxer_163,9,2,5,8,Boxer
boxer_164,9,2,5,8,Boxer
boxer_165,9,2,5,8,Boxer
boxer_166,9,2,5,8,Boxer
boxer_167,9,2,5,8,Boxer
boxer_168,9,2,5,8,Boxer
boxer_169,9,2,5,8,Boxer
boxer_16,9,2,5,8,Boxer
boxer_170,9,2,5,8,Boxer
boxer_171,9,2,5,8,Boxer
boxer_172,9,2,5,8,Boxer
boxer_173,9,2,5,8,Boxer
boxer_174,9,2,5,8,Boxer
boxer_175,9,2,5,8,Boxer
boxer_176,9,2,5,8,Boxer
boxer_177,9,2,5,8,Boxer
boxer_178,9,2,5,8,Boxer
boxer_179,9,2,5,8,Boxer
boxer_17,9,2,5,8,Boxer
boxer_180,9,2,5,8,Boxer
boxer_181,9,2,5,8,Boxer
boxer_182,9,2,5,8,Boxer
boxer_183,9,2,5,8,Boxer
boxer_184,9,2,5,8,Boxer
boxer_185,9,2,5,8,Boxer
boxer_186,9,2,5,8,Boxer
boxer_187,9,2,5,8,Boxer
boxer_188,9,2,5,8,Boxer
boxer_189,9,2,5,8,Boxer
boxer_18,9,2,5,8,Boxer
boxer_190,9,2,5,8,Boxer
chihuahua_146,11,2,6,10,Chihuahua
chihuahua_147,11,2,6,10,Chihuahua
chihuahua_148,11,2,6,10,Chihuahua
chihuahua_149,11,2,6,10,Chihuahua
chihuahua_14,11,2,6,10,Chihuahua
chihuahua_150,11,2,6,10,Chihuahua
chihuahua_151,11,2,6,10,Chihuahua
chihuahua_152,11,2,6,10,Chihuahua
chihuahua_153,11,2,6,10,Chihuahua
chihuahua_154,11,2,6,10,Chihuahua
chihuahua_155,11,2,6,10,Chihuahua
chihuahua_156,11,2,6,10,Chihuahua
chihuahua_157,11,2,6,10,Chihuahua
chihuahua_158,11,2,6,10,Chihuahua
chihuahua_159,11,2,6,10,Chihuahua
chihuahua_15,11,2,6,10,Chihuahua
chihuahua_160,11,2,6,10,Chihuahua
chihuahua_161,11,2,6,10,Chihuahua
chihuahua_162,11,2,6,10,Chihuahua
chihuahua_163,11,2,6,10,Chihuahua
chihuahua_164,11,2,6,10,Chihuahua
chihuahua_165,11,2,6,10,Chihuahua
chihuahua_166,11,2,6,10,Chihuahua
chihuahua_167,11,2,6,10,Chihuahua
chihuahua_168,11,2,6,10,Chihuahua
chihuahua_169,11,2,6,10,Chihuahua
chihuahua_16,11,2,6,10,Chihuahua
chihuahua_170,11,2,6,10,Chihuahua
chihuahua_171,11,2,6,10,Chihuahua
chihuahua_172,11,2,6,10,Chihuahua
chihuahua_173,11,2,6,10,Chihuahua
chihuahua_174,11,2,6,10,Chihuahua
chihuahua_175,11,2,6,10,Chihuahua
chihuahua_176,11,2,6,10,Chihuahua
chihuahua_177,11,2,6,10,Chihuahua
chihuahua_178,11,2,6,10,Chihuahua
chihuahua_179,11,2,6,10,Chihuahua
chihuahua_17,11,2,6,10,Chihuahua
chihuahua_180,11,2,6,10,Chihuahua
chihuahua_181,11,2,6,10,Chihuahua
chihuahua_182,11,2,6,10,Chihuahua
chihuahua_183,11,2,6,10,Chihuahua
chihuahua_184,11,2,6,10,Chihuahua
chihuahua_185,11,2,6,10,Chihuahua
chihuahua_186,11,2,6,10,Chihuahua
chihuahua_187,11,2,6,10,Chihuahua
chihuahua_188,11,2,6,10,Chihuahua
chihuahua_189,11,2,6,10,Chihuahua
chihuahua_18,11,2,6,10,Chihuahua
chihuahua_190,11,2,6,10,Chihuahua
english_cocker_spaniel_146,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_147,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_148,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_149,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_14,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_150,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_151,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_152,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_153,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_154,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_155,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_156,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_157,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_158,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_159,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_15,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_160,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_161,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_165,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_166,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_167,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_168,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_169,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_16,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_170,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_171,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_172,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_173,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_174,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_175,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_176,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_177,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_178,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_17,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_180,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_181,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_182,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_183,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_184,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_185,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_186,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_187,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_188,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_189,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_18,13,2,7,12,English Cocker Spaniel
english_cocker_spaniel_190,13,2,7,12,English Cocker Spaniel
english_setter_146,14,2,8,13,English Setter
english_setter_147,14,2,8,13,English Setter
english_setter_148,14,2,8,13,English Setter
english_setter_149,14,2,8,13,English Setter
english_setter_14,14,2,8,13,English Setter
english_setter_150,14,2,8,13,English Setter
english_setter_151,14,2,8,13,English Setter
english_setter_152,14,2,8,13,English Setter
english_setter_153,14,2,8,13,English Setter
english_setter_154,14,2,8,13,English Setter
english_setter_155,14,2,8,13,English Setter
english_setter_156,14,2,8,13,English Setter
english_setter_157,14,2,8,13,English Setter
english_setter_158,14,2,8,13,English Setter
english_setter_159,14,2,8,13,English Setter
english_setter_15,14,2,8,13,English Setter
english_setter_160,14,2,8,13,English Setter
english_setter_161,14,2,8,13,English Setter
english_setter_162,14,2,8,13,English Setter
english_setter_163,14,2,8,13,English Setter
english_setter_164,14,2,8,13,English Setter
english_setter_165,14,2,8,13,English Setter
english_setter_166,14,2,8,13,English Setter
english_setter_167,14,2,8,13,English Setter
english_setter_168,14,2,8,13,English Setter
english_setter_169,14,2,8,13,English Setter
english_setter_16,14,2,8,13,English Setter
english_setter_170,14,2,8,13,English Setter
english_setter_171,14,2,8,13,English Setter
english_setter_172,14,2,8,13,English Setter
english_setter_173,14,2,8,13,English Setter
english_setter_174,14,2,8,13,English Setter
english_setter_175,14,2,8,13,English Setter
english_setter_176,14,2,8,13,English Setter
english_setter_177,14,2,8,13,English Setter
english_setter_178,14,2,8,13,English Setter
english_setter_179,14,2,8,13,English Setter
english_setter_17,14,2,8,13,English Setter
english_setter_180,14,2,8,13,English Setter
english_setter_181,14,2,8,13,English Setter
english_setter_182,14,2,8,13,English Setter
english_setter_183,14,2,8,13,English Setter
english_setter_184,14,2,8,13,English Setter
english_setter_185,14,2,8,13,English Setter
english_setter_186,14,2,8,13,English Setter
english_setter_187,14,2,8,13,English Setter
english_setter_188,14,2,8,13,English Setter
english_setter_189,14,2,8,13,English Setter
english_setter_18,14,2,8,13,English Setter
english_setter_190,14,2,8,13,English Setter
german_shorthaired_146,15,2,9,14,German Shorthaired
german_shorthaired_147,15,2,9,14,German Shorthaired
german_shorthaired_148,15,2,9,14,German Shorthaired
german_shorthaired_149,15,2,9,14,German Shorthaired
german_shorthaired_14,15,2,9,14,German Shorthaired
german_shorthaired_150,15,2,9,14,German Shorthaired
german_shorthaired_151,15,2,9,14,German Shorthaired
german_shorthaired_152,15,2,9,14,German Shorthaired
german_shorthaired_153,15,2,9,14,German Shorthaired
